IP Address      | Identity                                     | Gossip | TPU   | TPU-QUIC | RPC Address           | Version | Feature Set
64.130.40.217   | AoKcb4zTCfgRXsP3umeFsULmS1WmjALD9vn93wMRafrJ | 8995   | 8998  | 9004     | none                  | 3.0.10  | 3604001754
67.213.120.151  | GEfh28W43DpVYmVW7pdrAiqbg5MG3Z2kupi1Qv45U3h8 | 8000   | none  | none     | none                  | 2.3.8   | 2255652435
67.209.52.253   | GL83eqMDxBX4g4ApCxtW6BPfpUsQhLtAgFE81Hqwkpy4 | 8001   | 8003  | 8009     | none                  | 3.0.11  | 3604001754
51.222.167.242  | 2dvRJY4gRdXnxcnDqDf8Vdt8MPagPaQHrFabf2GjcdQY | 8001   | 8004  | 8010     | none                  | 3.0.12  | 3604001754
15.235.219.98   | 7crcg6vSBo58NmxsFjFbQ6ySYB945AwmycYqE1y3Uv3F | 8001   | 8004  | 8010     | none                  | 3.0.6   | 3604001754
5.135.119.115   | FkJ5TYT6cpSaEG9f4rymd2fLZx6UNZPYwbqxZgeiijre | 8001   | 8004  | 8010     | none                  | 3.0.12  | 3604001754
216.245.202.46  | 4v6Kf5WLs6XijjDGhVFUdZk7s96ApxcBzycDZb4kGAry | 8001   | 8004  | 8010     | none                  | 3.0.6   | 3604001754
69.67.151.103   | c2cE3BtwwXNfbHrQbu57pqoqLhjLAxtszNHUn3UvpK4  | 8000   | 8003  | 8009     | none                  | 3.0.10  | 3604001754
204.16.246.168  | 4KneSxZW9Kj3Kvu2CYJLwcM1exKy3E3JDDyLP7yqYsjD | 8001   | 8004  | 8010     | none                  | 3.0.6   | 3604001754
103.50.32.22    | 69UTwBMQ1zWAJxP5pRP2kTS4ARPCAr6auRq4kea7epCn | 8000   | none  | none     | none                  | 2.3.8   | 2255652435
141.94.46.42    | F3837kQQKp6AU6QpratNCX5yjE7BZ3rQaHu9Kef8gisv | 8000   | 8003  | 8009     | none                  | 3.0.7   | 3604001754
173.231.56.138  | FkNQidtgdJfbbdV1dZCXyzpAANdXWns6aNEqdwrMF5dr | 8001   | 8004  | 8010     | none                  | 3.0.11  | 3604001754
157.245.175.155 | 4cNrDw6FmGwnd554EzDbFMtNPDSjwhwJbHp5dU18Ahjb | 9000   | none  | none     | none                  | 4.0.0   | 1718981463
103.50.32.61    | 8Gkh55dhpJM9pzowZS7XAVPW2dPzrBbrCsATh4aUBXoC | 8001   | 8004  | 8010     | none                  | 3.0.8   | 3604001754
45.32.145.112   | 5U3xx11AtasN51F5HGaBXNWCPPnRjtZE6o4qjHTpN2Be | 8000   | 8003  | 8009     | none                  | 3.0.12  | 3604001754
157.230.119.213 | Hop54iYCVm6oRoaPnFRRguWEW628pwa2rNYp7Uhp7ryL | 9006   | none  | none     | none                  | 4.0.0   | 1718981463
162.19.168.81   | CrrUjFCpbwg2eN3NofNGsoCzTQQ8QMf94vmouLaiP8BN | 8001   | 9001  | 9007     | none                  | 0.712.30006| 3604001754
89.187.178.141  | JEKNThK2WqToJhQS4Gy5jmJ3oiMVqxTiSxaupnPJY7QL | 18000  | none  | none     | none                  | 3.0.6   | 3604001754
185.209.177.193 | FuxqLc1ED4HUmfFTk2PA31xHWm9wrHp49Vjv68yumobK | 8000   | none  | none     | none                  | 2.3.8   | 2255652435
198.13.137.171  | GrRwXf26YtHEEJfoTtDWM5MzYF6dUW4eTzbPatd2skyW | 8000   | 8003  | 8009     | none                  | 3.0.8   | 3604001754
109.94.96.121   | TEGHx1vNSt3ZLRXhgjf2UdipQhPQ7qLWZCtp8v8SrZG  | 8000   | 8003  | 8009     | none                  | 3.0.10  | 3604001754
43.156.93.143   | 6kMnofpNWjpKAWkjvop9cC4XymgWWsPQ74geaAnhwUVp | 8000   | 8003  | 8009     | none                  | 3.0.11  | 3604001754
104.204.142.30  | 6yPSxxNNG21UUBRhwEVE7kKizTax838MQiyYuZ7ShDEf | 8000   | 8003  | 8009     | none                  | 3.0.12  | 3604001754
138.226.230.194 | nv8mL3hUEkb6pRX3Q648LSmxhq76Dnz1ydbBHuTVahW  | 8000   | 8003  | 8009     | none                  | 3.0.10  | 3604001754
194.126.175.82  | 3eUZMSK4UovuF7zFDQZxmhDenHU9aysEjvEY29hoob3s | 8001   | 8004  | 8010     | none                  | 3.0.10  | 3604001754
64.130.57.118   | HAjoSK3JBeEvhM8JNr17PkpwH4UzwvfJAnkAxLiZoTSx | 8001   | 8004  | 8010     | none                  | 3.0.6   | 3604001754
173.231.14.162  | 4sbw1VpUtPNLNQKiCZHHo7wob15wXVH3tac1ngxWqFro | 8001   | 8004  | 8010     | none                  | 3.0.12  | 3604001754
64.130.42.61    | FZwQnpwWb4DY9MzTUGQVyUDtGiPoYdUsq9jkSKsYGy6x | 8001   | 8004  | 8010     | 64.130.42.61:8897     | 3.0.6   | 3604001754
64.130.61.61    | H6UtiRXQQvTtk2vwMUXNp6wqxYe1uD7diPWCsnqBWdDZ | 8000   | 8003  | 8009     | none                  | 3.0.6   | 3604001754
64.31.32.42     | DG6WiQSVS5k1n1hQHjxRASFmmC68LMuoxh4BdvxvTFeD | 8001   | 8004  | 8010     | none                  | 3.0.12  | 3604001754
62.113.194.172  | 365XbhJVRvTRuEgXy6pi6zDX26Z9Xmhxa54DcCpoNncp | 8001   | 8003  | 8009     | none                  | 0.606.20216| 3073396398
205.209.102.54  | E4zj4shT7s7Qe28YdhNp6eKZHEE3SqjDNS1sh92bpvFJ | 8001   | 8004  | 8010     | none                  | 3.0.10  | 3604001754
208.91.110.241  | 2QAw6vUoMy7w8iG6p9DoxdMTTp3MTs4TXrn25uL8wXrp | 8001   | 8004  | 8010     | none                  | 3.0.6   | 3604001754
82.27.90.19     | 6MhkkhvNMC5xoK2vCx7Rn1RhS3sCU413B4FU4teJLdpE | 8001   | 10004 | 10010    | none                  | 3.0.10  | 3604001754
198.13.137.170  | 6gPZtyE8vvARuXAJfN1QJscioHSA2jUkVgagfGxHwgFF | 8000   | 8003  | 8009     | none                  | 3.0.10  | 3604001754
185.199.38.132  | G4JtA3X7d8iw34gvczai8QhZ4M4ebSgyTuK7abgZw8EB | 8901   | 8904  | 8910     | none                  | 3.1.2   | 3652419286
64.130.47.68    | DZuDSRbdvVokhh1E5ATFRL7qtaDs8eWQbgCmuaEDKFyZ | 8000   | none  | none     | none                  | 2.3.8   | 2255652435
146.0.229.229   | DKywukV86Jko7EB4pqVf3ZWtW1mw9P517maSAG28frJU | 8000   | 8003  | 8009     | none                  | 3.0.8   | 3604001754
154.60.100.82   | 2K9jUA6Z9M7ZmuMiW5ogrVBoAeeT6kgC93GecbtpV3DZ | 50000  | 50003 | 50009    | none                  | 3.0.12  | 3604001754
51.81.182.205   | AiEZng9WQFdJiAQZ9kgwiPsmWn92ofbQVgDA7akfFSAF | 8001   | 8004  | 8010     | none                  | 3.0.12  | 3604001754
74.63.225.97    | CtMEzUtctYZq3YMybCXVBtG1jEvSPxTTf89sj2eo3ZsP | 8001   | 8004  | 8010     | none                  | 3.0.11  | 3604001754
167.99.141.17   | 3fdb7it1QuvmeRC6YWSXkyonvD2vV6UC4c84rQqR7o77 | 9009   | none  | none     | none                  | 4.0.0   | 1718981463
15.204.3.216    | 2XsMux6csDWJeB6GmXcr42oA7UyqF3SPc8NdMePbshS4 | 8001   | 8004  | 8010     | none                  | 3.0.12  | 3604001754
202.8.8.46      | 8iZMpz3x5hAFRLQAthYzSHwL5aut9Uv2Vgek4mVcVBye | 8001   | 8004  | 8010     | none                  | 3.0.6   | 3604001754
202.8.8.49      | BVgZN2KPjv9AbPzieb6XeEWacKp5F1pRUdGUdHnTYvyL | 8000   | 8003  | 8009     | none                  | 3.0.12  | 3604001754
169.155.169.151 | KBhamJP3VmPHj7Az5pn4HUfUmokVTj842qCC98mu7jt  | 8001   | 8004  | 8010     | 169.155.169.151:8895  | 3.0.6   | 3604001754
208.115.223.131 | CRJzKrP3TQJfWt1zbbQAKiYmzLZ8AMrPUsZUjHMwquh6 | 8001   | 8004  | 8010     | none                  | 3.0.12  | 3604001754
185.191.117.246 | C9M48vdG1r3FAihH4pUVVYssn2FcjQawrn9Z8HBTTUoi | 8000   | 8003  | 8009     | 185.191.117.246:7211  | 3.0.9   | 3604001754
64.130.49.213   | GynsL13RHzDgXhwPu8NP3nfBLuS9wqdaCAxPnrsGPg3D | 8001   | 8004  | 8010     | none                  | 3.0.6   | 3604001754
64.130.49.220   | HZxFrCK2SayedPN69UiBAs3UqXhcv4p8qQpmw7g82dKB | 8001   | 8004  | 8010     | none                  | 3.0.6   | 3604001754
45.250.253.43   | 2Rcq5oV8RdP6GtuzxMcULNYdupUFf7CdttXa1Fsn75nQ | 8000   | none  | none     | none                  | 2.1.13  | 1725507508
52.193.31.62    | 5sPJ95QqJwEdgajmWfjcynTN3X3Po4m2dj1wR8SyTkFB | 8000   | none  | none     | none                  | 2.3.8   | 2255652435
149.130.210.48  | 2rSPu6Szzq8SpZFZWwuyHAn6bXg4cvhHgjGDhttPeYUE | 8001   | 8004  | 8010     | none                  | 2.3.3   | 3640012085
95.67.39.238    | BN7Ba1n84dE4xBtCWUZhnJ8kXYJfNf8oKrmepJpo3PgK | 8001   | 8003  | 8009     | none                  | 3.0.11  | 3604001754
208.115.248.254 | FYJebhHeyAe6HhP5fh9sxDWjfqPFRXN4uio2Moke3td9 | 8001   | 8004  | 8010     | none                  | 3.0.12  | 3604001754
206.189.46.199  | 6Vhd75ynN3HwN5YmwHbp6SXjE9mwAfhnTcPXNe6vZFeZ | 9007   | none  | none     | none                  | 4.0.0   | 1718981463
46.105.157.249  | 6QMAJjSf3LsQJ2HTwicCFCtmZzkEV8yVat6kgUuhuDWv | 8001   | 8004  | 8010     | none                  | 3.0.12  | 3604001754
208.115.205.46  | BKFEKexRmL8VA4JAsDFQaLW2P3oane51HrBZ5qyxWXSd | 8801   | 8002  | 8008     | none                  | 3.0.12  | 3604001754
207.188.6.11    | EhyGYUULigttvZCQprFsts7ZoG8jSVpDm22fBbYCGm7P | 18009  | none  | none     | none                  | 3.0.7   | 3604001754
51.81.38.18     | GgRKE9KSZNw3j9hN9mZTmZQkPVX42NfJ1fLJrvGrFLvH | 8001   | 8004  | 8010     | none                  | 3.0.12  | 3604001754
208.91.110.183  | 6gzcudgsZ4zNt9AYZxxhUzYDEymxnnb2T5JWfDCn7aV4 | 8001   | 8004  | 8010     | none                  | 3.0.12  | 3604001754
195.93.176.13   | 6GPMcjoRcgRwm9J4sLFQbtAP9KPJZv28XdAj4JNaAUzf | 8000   | 8003  | 8009     | none                  | 3.0.12  | 3604001754
67.213.117.239  | 5M3fLeyZUeaQ2VYqM1cyuWhtiBTHtho5pG6LiFL61dHu | 8000   | 8003  | 8009     | none                  | 3.0.12  | 3604001754
159.223.86.25   | DgS4DV9VvwwkrkspcGGPT7tkBHUst3WZfdQzWFExHLF1 | 9001   | none  | none     | none                  | 4.0.0   | 1718981463
177.54.159.79   | FiJzQiYM1MeEc3civLC5cWFU3v8eFkY8GNg3kYn1TsfR | 8001   | 8003  | 8009     | none                  | 3.0.10  | 3604001754
204.16.241.105  | EtmHrXrZHHiWfeC4j8hDWZKTJn5nPQMFWSQBsEeUNkkP | 8001   | 8004  | 8010     | none                  | 3.0.6   | 3604001754
64.130.55.20    | F3UNFGCD9zemDd4qryCTvaMDgjJmkSwJdfU2taZYGcs8 | 8001   | 8004  | 8010     | none                  | 3.0.6   | 3604001754
189.1.171.3     | md421oVVbsrxiYFFYUhnNEy6Ed7mk26TuAmGKPKPss3  | 8001   | 8023  | 8029     | none                  | 3.0.12  | 3604001754
208.115.227.95  | G3vkmBSFJSqkmFonR86AgFtZaDHcmjqC1oZsZzXFUXWk | 8001   | 8004  | 8010     | none                  | 3.0.12  | 3604001754
51.222.162.20   | BKWRi34m5UrJGbi9cDTAe2tKpmkoSq84RRTy2qQy61vH | 8001   | 8004  | 8010     | none                  | 3.0.12  | 3604001754
89.42.231.12    | F5E1CBNMaVUGDGEHNtWBGjFXr1xtSqY2pFcXZdH1jB9m | 8000   | 8003  | 8009     | none                  | 3.0.6   | 3604001754
50.117.121.210  | AsUgAfjvFdJTcedLwuVg2NfY9w9LRL4BBK8KVFQ2y1ea | 8000   | 8003  | 8009     | none                  | 3.0.10  | 3604001754
15.235.228.19   | 6Ei2c9Y166CejNTP54jtQyVuiCdGDY8oQ8ZLostofXyq | 8001   | 8003  | 8009     | none                  | 3.0.10  | 3604001754
134.119.212.81  | ErZietq4j9LHJs2wawHyXEp8zMRjTYzdeE5FdPqLvkei | 8000   | 8003  | 8009     | none                  | 3.0.12  | 3604001754
18.179.199.253  | 6tJxEnN8GjSxCuE8ccDKDxeqUFuPTWJWXsDK5ByzcTEf | 8000   | none  | none     | none                  | 2.3.8   | 2255652435
185.8.106.241   | CwEkt2nMxRx78sDuqRxN4tnQK83MXbN86YgAV5CbQQBw | 8000   | 8003  | 8009     | none                  | 3.0.12  | 3604001754
167.99.133.246  | DyfsKL43a59Fh5Jk2wPVjZ4Y3K8JYUzhScn6sksUVBPi | 9002   | none  | none     | none                  | 4.0.0   | 1718981463
5.39.106.31     | 6ZUFd2MHwdVNsyHgVvacxLMdUmnWxkEqCTAKv6spLaSM | 8001   | 8004  | 8010     | none                  | 3.0.12  | 3604001754
84.32.103.14    | 9JBFg43nmMZLxL6hhx52nyhru4JqgWogp5rtNLmcxkZz | 8001   | 8004  | 8010     | none                  | 3.0.11  | 3604001754
64.130.59.89    | 8vZE9gsquaiD9GnhTUrZc7dFomtL3KkJPU8JV6PqzDNi | 8001   | 8004  | 8010     | none                  | 3.0.6   | 3604001754
72.46.87.25     | 4PpcZGUyauPPoCNRmzQVXsbzZ5DyWBCk1Qe4b2RZ8uyR | 8001   | 8004  | 8010     | none                  | 3.0.12  | 3604001754
85.195.87.27    | FJGNbCwjJbe4QgWa5rVNULV6j51RNUHW2LmZqpQX8pW7 | 8000   | 8003  | 8009     | none                  | 3.0.12  | 3604001754
51.81.162.25    | 3mFedMnHKUBj7jQL9WzPQR7WkCmjguEBtQXt6i4ChHDW | 8001   | 8004  | 8010     | none                  | 3.0.12  | 3604001754
51.68.202.159   | 8skZhvEoWYSMCr3JiTTSuxkiGs7T9WZMQZ2eyKb13afR | 8001   | 8004  | 8010     | none                  | 3.0.12  | 3604001754
50.115.13.204   | 4jvdYaXu1PVCf1bQ9RuwzLBMQF3bjNtLN6BH88NTmsgB | 8000   | 8003  | 8009     | none                  | 3.0.12  | 3604001754
208.115.202.174 | GkLTn9zvCAhGesEjsvAMzAyzNQoSvFCndgHWnTPxpDV6 | 8001   | 8004  | 8010     | none                  | 3.0.12  | 3604001754
198.13.139.20   | ENJKeq8NdF9U3vY5SMbTLCYALwFZrdcP5Nth2gNN6nhz | 8001   | none  | none     | none                  | 3.0.0   | 688298317
2.57.215.177    | 6wH24FxRpFq128abot3tTBRC24prvx8PaDRb9oxhy6Mf | 8001   | none  | none     | none                  | 3.0.6   | 3604001754
51.81.207.3     | GuR7kfpYQBjLSDjtfd6V3bUyjf6zc8zMXGc5zwbFozQF | 8001   | 8004  | 8010     | none                  | 3.0.12  | 3604001754
64.130.54.9     | AYrDA9NfbEjVYcyGR7BK2TXnxeZPV5pYzknDBzGmyWpq | 8001   | 8004  | 8010     | none                  | 3.0.11  | 3604001754
67.209.54.143   | J6kLH95K9CHNKdMg6VCj6teRsLYWtmyu7SLMMhg5uRzr | 8001   | 8004  | 8010     | none                  | 3.0.6   | 3604001754
137.74.50.1     | BSqZXe7Fc5pUGY7UUk9N82x7D1s8tuLPAsgnauRpHg9k | 8001   | 8004  | 8010     | none                  | 3.0.12  | 3604001754
64.130.55.14    | FPEDND5TDvt3jqC6KqST3v9BQRiS5dNW1Hf8WnYqnf1B | 8001   | 9001  | 9007     | none                  | 0.712.30006| 3604001754
64.130.33.47    | DpEmKkuWNcYUtEYb4Y5jDWJxBujEL52fZ53Y34fD7aJf | 8001   | 8004  | 8010     | none                  | 3.0.6   | 3604001754
5.135.196.157   | 3kYZu5z7HhWUptMyFaqH1fyCXpy8tsZV6afL9S7EULVM | 8001   | 8004  | 8010     | none                  | 3.0.12  | 3604001754
51.81.229.138   | BJk9rev8yhsDDDVtZYqGhrYtxg15BTcqfdinHeQPooJH | 8001   | 8004  | 8010     | none                  | 3.0.12  | 3604001754
208.91.110.221  | 4W2RUKmZvQ2gt5o5aiygjHnhzTFJgpi7oEDQFQX4ERXX | 8000   | 8003  | 8009     | 208.91.110.221:8899   | 3.0.12  | 3604001754
104.248.146.106 | 8t165PyGxBeFBjYBd4LMVfavqVKz4oTnG5pcmy2iBvDx | 9007   | none  | none     | none                  | 4.0.0   | 1718981463
51.81.182.81    | 3oN34hhaHmzyoHj4SWV7APab3Eq1yth5ASNiVj4w6w3U | 8001   | 8004  | 8010     | none                  | 3.0.12  | 3604001754
51.68.149.247   | CiJcBMkkbRTxizYUUBDMgZz84hXWSx5k69TUPq19L7Pi | 8001   | 8004  | 8010     | none                  | 3.0.12  | 3604001754
208.115.227.85  | EMHjA9v45hJU5BWuBuvps8r5RQvmkCwdUfVm7wYFL17J | 8001   | 8004  | 8010     | none                  | 3.0.12  | 3604001754
5.135.174.19    | 6Xb5Vu5ivQvWafKEE4kvNqKhJSZpxzB2mgdoeCYE8uPa | 8001   | 8004  | 8010     | none                  | 3.0.12  | 3604001754
64.130.33.184   | GdnSyH3YtwcxFvQrVVJMm1JhTS4QVX7MFsX56uJLUfiZ | 8001   | 8004  | 8010     | 64.130.33.184:8899    | 3.0.12  | 3604001754
15.204.3.166    | 5qpjJQjMpLpdUaczu8CJidga1eoBeh9d6vzzuQVzDwAN | 8001   | 8004  | 8010     | none                  | 3.0.12  | 3604001754
74.118.136.220  | HNDRY8BQQYo9VytRriR4LdsWq5bexGYFpffgQFvbZ5uJ | 8001   | 8004  | 8010     | none                  | 3.0.6   | 3604001754
5.135.171.252   | 6iiaWdLPzNYX4EGvXzfn628emupUuqFLccfdkLQs2GfZ | 8001   | 8004  | 8010     | none                  | 3.0.12  | 3604001754
159.89.153.19   | Bc3CtYeowVfvuzD6tRv316XTnLfHty9rTvMmu8yt61ty | 9004   | none  | none     | none                  | 4.0.0   | 1718981463
67.213.121.67   | 63irUt6S3jWBwkeUt6Pv1PFtseBMGxPVPXo49WknkS9d | 8000   | 8003  | 8009     | none                  | 3.0.10  | 3604001754
64.130.32.17    | DmsBMUhCzANNjt7oxBJFJAKXxczkUn2yQxfB3uSXY6EY | 8001   | 8004  | 8010     | none                  | 3.0.6   | 3604001754
208.91.109.56   | vRqzid7JyqsJNNCHWLyp7aCmotBEoAFcckEgHt2DwLL  | 8001   | 8004  | 8010     | none                  | 3.0.6   | 3604001754
46.101.115.137  | 7QJDxX7ZHqn4Ngu6rdPumcJX9CeU7JMiUk8RmVSEx9oV | 9000   | none  | none     | none                  | 4.0.0   | 1718981463
64.31.23.174    | BPXVx1BkEyrLWxMAqqFGegmAtTZP5z8taakhC1HarbvF | 8001   | 8004  | 8010     | none                  | 3.0.12  | 3604001754
64.130.43.95    | 4dzMAX9N6JwuTwjCdjgt24RCZXVjJiu3Dj14P37fcrqe | 8000   | 8003  | 8009     | none                  | 3.0.10  | 3604001754
15.204.105.196  | 9rKsrx6ckNMkSKzpYPQthjtHs95Aa9QJq7NmfoJQEer1 | 8000   | 8003  | 8009     | none                  | 3.0.12  | 3604001754
64.130.44.42    | Bo1N4iWec275RSA7uwotNwMCANymR6pPrU2xEsRHLyNE | 8001   | 8004  | 8010     | none                  | 3.0.6   | 3604001754
159.223.46.74   | 4oohJ5fyTPqfST6sp9s2auRDdoWtpjxsRmgJb89ZLugJ | 9009   | none  | none     | none                  | 4.0.0   | 1718981463
64.130.34.16    | 515dAwr7EdHMMdEAmvZMJxKemYGnfExMCb8cqYoCmSt7 | 8001   | 8004  | 8010     | none                  | 3.0.0   | 688298317
64.130.50.172   | FFkhPQ5wVf9qxBa6Zg5x5t1LJqsApVcbjKCMNNVsegvr | 8001   | 8004  | 8010     | none                  | 3.0.7   | 3604001754
92.42.109.49    | 9ZS6HzBCJasPrrXa3GV3VLAFxFmadXJ7J4mmp8Dw7FA9 | 8000   | 8003  | 8009     | none                  | 3.0.12  | 3604001754
141.98.219.181  | 7HWw86AmsxbYqN2FZs7wyKXjMfTNHkHsQWagQMUDok2M | 8001   | 8004  | 8010     | none                  | 3.0.6   | 3604001754
84.32.186.111   | F4CYmrZZHBskyB7DuX9FnV9rXMoerCtea9Hheq2Qg1WY | 8201   | 8232  | 8238     | none                  | 3.0.12  | 3604001754
51.81.25.226    | 4w3Pz7xojbpzzHM2PErX3gzEQEDfeJMK6q57JE6bo158 | 8001   | 8004  | 8010     | none                  | 3.0.12  | 3604001754
15.235.225.139  | 7bMsnKsx3vL4ZDzvQTQxMyDHwydq42Cf9Z9C4QEFeH52 | 8000   | 8003  | 8009     | none                  | 3.0.12  | 3604001754
51.75.164.183   | 7sUJ5WSWyeNfwooA1rSc5o7RECcSRgsRy3jkpdBqRxpU | 8001   | 8004  | 8010     | none                  | 3.0.12  | 3604001754
64.130.34.23    | 8We5Dine4BFH1eAgocwkf9YmR56H7BKYM4cHd2PurjYm | 8001   | 8003  | 8009     | none                  | 3.0.11  | 3604001754
57.129.87.237   | AaAPRcS69VwaK64omaovjCPHLQ5qzsB6qPyaWBTABNQJ | 8000   | 8003  | 8009     | none                  | 3.0.12  | 3604001754
64.31.51.179    | GX45z1DaK12hJ5UboSENW72oqwNkXYyE1Ww6jvFtEsa3 | 8001   | 8004  | 8010     | none                  | 3.0.11  | 3604001754
185.191.117.14  | DumMy4azZuvq6uY5jtVMX7kNz4gTPN3bCpPYmtwPonff | 8401   | 8632  | 8638     | none                  | 3.0.12  | 3604001754
67.213.122.15   | 9oNFxTezbignqmDCUa2jSZ3txC7E7JnTCJzpnopT5N2W | 8001   | 8004  | 8010     | none                  | 3.0.8   | 3604001754
2.57.215.216    | 9u5gycY1F7zcZvAVLjiYeQWCozujeWtUw3mFGgBVZUuc | 8001   | 8004  | 8010     | none                  | 3.0.6   | 3604001754
57.181.101.20   | EhzKDJb2i7WZ8dqZfHpC7AC6pYthHMNynkydJ5A6EMPV | 28000  | 28003 | 28009    | none                  | 3.0.10  | 3604001754
57.129.84.228   | EY4NkdZH8cjhPPfhAiGBvGjLBCqa2x3FQdQ3kkAUBa7b | 8000   | 8003  | 8009     | none                  | 3.1.0   | 128318206
192.69.220.106  | 8XnAsn4joHCov38UrpeyFNKYk1ifSVWPpoEjqwoq6rw8 | 8000   | 8003  | 8009     | none                  | 3.0.11  | 3604001754
64.130.32.234   | BkQZS177SNmUGBhk2P7RH8UcFryktxsCg8ZcrhPLRxg1 | 15000  | 15003 | 15009    | none                  | 3.0.9   | 3604001754
64.130.32.184   | 8cRdtsuk3M9qf7sRtCeHF7obcsm5MNH5iP3C7wY3Bufb | 8001   | 8004  | 8010     | none                  | 3.0.12  | 3604001754
45.59.162.124   | 472wNkXxX6mEYzWVqnqacmiWrdTzhRjwuZBAttLQSw6F | 8001   | 10004 | 10010    | none                  | 3.0.10  | 3604001754
64.130.53.75    | 9TVQ7DAYAbK4D2L4vMNLFnULNkPVfqpceZu9SnjE5gsu | 8000   | 8003  | 8009     | none                  | 3.0.11  | 3604001754
64.130.41.133   | mcs64f4QV1EQCzyyGsJ5MWfd2RnzzETyaTo8YxFncaz  | 8001   | 8004  | 8010     | none                  | 3.0.13  | 3604001754
64.130.42.207   | CdkakKQwng6a4t1xAzMkwtKFQptjbP4RkjPogv5awWv  | 8000   | 8003  | 8009     | none                  | 3.0.9   | 3604001754
51.81.28.194    | GpeAzzWfA28W1bVitCJR6r5XCh4uhf5nK6iXmw2jcZZC | 8001   | 8004  | 8010     | none                  | 3.0.12  | 3604001754
37.61.223.231   | 2dH8UkhQ53Js2ZdxujgUUQzuSW1VygKFimodGE5S6vY5 | 10000  | 10003 | 10009    | none                  | 3.0.11  | 3604001754
64.130.62.26    | F5BLwGXh2SC8nn8hMMy6isKnasDmU86XPZQe7kQtxouV | 8001   | 8004  | 8010     | none                  | 3.0.6   | 3604001754
204.16.241.214  | 9NYHBnAFSVDGuPWFtnbhYvNdfiG3xvHwH75jcHXqxHDM | 8001   | 8004  | 8010     | none                  | 3.0.6   | 3604001754
160.202.128.113 | 941K8M6s77zXkvGzsVAohBXFRJmpS2sE5wk2Cx1hnZXm | 8000   | 8003  | 8009     | none                  | 3.0.12  | 3604001754
84.32.186.135   | E9kq2eKFYoP3pQQhboP5uHKwoRbkNfiaBnAPXMEUAvSV | 8001   | 8003  | 8009     | none                  | 3.0.10  | 3604001754
199.127.61.157  | 2vuPrEAENo3RbTsSwujnK7w1rzbr1nL9x6zScW89EgAQ | 8000   | 8003  | 8009     | none                  | 3.0.11  | 3604001754
74.118.139.29   | AhykLf3PiystEvKPpzPZGznuxK5VuR5cMLHM7CLp6LD3 | 8001   | 8003  | 8009     | 74.118.139.29:8899    | 3.0.12  | 3604001754
38.88.64.92     | HZg89d2UHci8RAR2KTDrX5U75fFqB4PTncqDr2dgZ5bc | 18502  | 18505 | 18511    | none                  | 3.0.10  | 3604001754
45.250.255.170  | 31KqY3W62eQrdmzu5ixEBeL6N6kFmiaGrVxNdx9VVdDu | 8000   | 8003  | 8009     | none                  | 3.0.6   | 3604001754
84.32.71.76     | 5yjDM6uLEsc8PA6xdxKzEhi4XkNsdTELvX7TQNCAfUKo | 7001   | 12002 | 12008    | none                  | 3.1.4   | 2086771155
85.195.82.107   | 7JKy6JretZuu75YKJapXqYSvKsdoj5esEkqCxY9DAnWY | 8000   | 8003  | 8009     | none                  | 3.0.12  | 3604001754
57.128.229.40   | 6oFkRdau1xDKCk7RTBKSYjmf3HYAH79sgX3XAzvrWjYj | 8001   | 8003  | 8009     | none                  | 3.0.12  | 3604001754
37.202.198.15   | DpxYxiZ9KtXYqmQPTyU92dYLAVZM9WeFhv8qJLNv6mqM | 18502  | 18505 | 18511    | none                  | 3.0.11  | 3604001754
64.130.52.37    | AhJCkCYZNAH18oDo5XM1Wf2buUz5tzieLar6TfQs31cm | 18000  | 18003 | 18009    | none                  | 3.0.6   | 3604001754
88.211.226.180  | fL967A94SHC3wWKcbgg43rjdCDxbRm4ijJXHVASAXHw  | 8000   | 8003  | 8009     | none                  | 3.0.9   | 3604001754
51.38.92.202    | CayoBb3fx9gydP4Js4QT2msQyayTNtQiE3ZbTrgTiMei | 8001   | 8004  | 8010     | none                  | 3.0.12  | 3604001754
88.216.198.203  | exoTZp1DbH9hCytRuY6vwt8jYcyHxutvs7zHdPNU4eU  | 8000   | 8003  | 8009     | none                  | 3.0.11  | 3604001754
64.31.48.186    | pZoyMKHZZk9z3Lu1uBdEzR2sf7Rssk1h14PYbFfL6H9  | 8001   | 8004  | 8010     | none                  | 3.0.12  | 3604001754
67.213.117.93   | BJ1gzLXLBjve9xMRBrWmD3nE2Z6Rcryx2XSTXtprbhyv | 8000   | none  | none     | none                  | 2.3.8   | 2255652435
208.115.234.178 | 4pq2C7bcZz3sg2frTn3dPsfYoh58mbGYEfyXL69YKXRf | 8001   | 8004  | 8010     | none                  | 3.0.12  | 3604001754
64.130.42.77    | Fr7ha6qpf9MoGsT75XMeVdhozixJdZthhdYCEu81Cwi8 | 8001   | 8004  | 8010     | none                  | 3.0.7   | 3604001754
84.32.97.20     | 2uPnWor1jQ6zwGG1zuySo2EM7bfxm5Z4Q1mQ1hqAFZ7x | 8001   | 8004  | 8010     | none                  | 3.0.6   | 3604001754
46.101.184.221  | jabkQJwVD7RVnRPkdHGPd8YpX49DCxt6TsNzLSrpG6k  | 9002   | none  | none     | none                  | 4.0.0   | 1718981463
