IP Address      | Identity                                     | Gossip | TPU   | TPU-QUIC | RPC Address           | Version | Feature Set
----------------+----------------------------------------------+--------+-------+----------+-----------------------+---------+----------------
64.130.57.92    | oRCAPW7UDU8fHSup7jvjkzZi97sfjXxbSbrBxEYvxGk  | 8001   | 8004  | 8010     | none                  | 3.0.11  | 3604001754
67.213.121.141  | 5MAGJ3zShtXMMVXjZRoFqtFF7XhP8iLSyZrxdL7KpjcB | 8000   | 8003  | 8009     | 67.213.121.141:8899   | 3.0.12  | 3604001754
45.77.56.122    | 7Nn8qBJey7vXtVFMNBbbuN8UkujU8Y6nWzbHVGuf49yV | 8000   | 11222 | 11228    | none                  | 3.0.11  | 3604001754
64.130.42.87    | 2dfgsiSaZ51QYPsECMYMG247PXxyKdwkV9wTHoQb8YEC | 8000   | 8003  | 8009     | none                  | 3.0.11  | 3604001754
88.216.222.158  | FNTPSUuRpDoJx1hwFmB5ncNLLMX42aE83P4hsFYUfNRL | 8000   | 8003  | 8009     | none                  | 3.0.12  | 3604001754
70.34.195.106   | ECNnK4VjcKTsABiw8FAp3JCE6tCmYyrEJthYVyMazmxi | 8001   | 9001  | 9007     | none                  | 0.714.30008| 3604001754
154.47.145.125  | HVXXmNKkmDZbZwj74iL2Y9Wu4SyrchBoxAfFYVAktLrG | 8001   | 9001  | 9007     | none                  | 0.714.30008| 3604001754
185.191.116.232 | sCANXAaS1a7yB8jz3USvGNLfd8DSc9r7TNzNSKKPkfY  | 8000   | 8003  | 8009     | none                  | 3.0.11  | 3604001754
198.73.56.214   | pSoLoZx55zZz61gjxSTwHtwTg4yTwdm7ruBmyjbYgT2  | 8000   | 8003  | 8009     | none                  | 0.713.30008| 3604001754
102.211.135.179 | BFMufPp4wW276nFzB7FVHgtY8FTahzn53kxxJaNpPGu6 | 8001   | 9001  | 9007     | none                  | 0.804.30008| 3604001754
135.125.142.235 | 3YVoK8UN62dyiPZnGBzBTkGdwsVmmK1MpRoLcxNRs9BE | 8000   | 11222 | 11228    | none                  | 3.0.11  | 3604001754
38.244.189.115  | vahMVcSS3v6uwyFormV7FDAUbQSHwmy6vUedp1P7L42  | 8001   | 8004  | 8010     | none                  | 3.0.11  | 3604001754
185.167.205.6   | tcrkE5QNG87Zbexm6fdWMbn7A5MjLC4ML7i1JfHF7cj  | 8001   | 9001  | 9007     | none                  | 0.806.30102| 3652419286
84.32.186.46    | GSTampk6BJRKSDkzhaMM49R7qRx98MTPYYWvKbp83XKc | 12000  | 12003 | 12009    | none                  | 3.0.7   | 3604001754
5.187.35.246    | As9NxA9bCfhrVLAFyGeWG5X5iLYPGhU3R7nLfX3tN6am | 8000   | 5004  | 5010     | none                  | 3.0.11  | 3604001754
192.69.194.194  | 9bkyxgYxRrysC1ijd6iByp9idn112CnYTw243fdH2Uvr | 8000   | 11222 | 11228    | none                  | 3.0.11  | 3604001754
66.165.233.58   | 5LNEDitSMhApT2uFnmtN7FmjCiGuatpnb2uU4f3shrk  | 8001   | 9001  | 9007     | none                  | 0.804.30008| 3604001754
104.204.141.59  | anzaeL7Lsv71HW2mew8YcKGyGqL6qNn3xoNPRrejM73  | 8001   | 8003  | 8009     | none                  | 3.0.10  | 3604001754
216.18.204.162  | E99w1XfS4UNM1xUKXWEuDmj8Mduy7u65jm2NCULTspSV | 8000   | 8003  | 8009     | 216.18.204.162:8899   | 3.1.2   | 3652419286
70.34.247.7     | EQhTjikb1L2jvxsCaSW2o2TuRXh4Do6HzBEWCxpeM44W | 8000   | 11222 | 11228    | none                  | 3.0.12  | 3604001754
103.88.234.123  | vnd1Ps8w3fsi54qUMJxBhUWARES34Qw7JQXDZxvbysd  | 8000   | 8003  | 8009     | none                  | 3.0.11  | 3604001754
185.191.117.75  | SENDa18d6LsC1f85AJXXMncBxQyFQKSJWZ1jaop5K87  | 8000   | 8003  | 8009     | none                  | 3.1.2   | 3652419286
207.246.84.247  | AfZTWYoFQbzqCMmUBTD7XwxFvjob1FVyCvkaXRryxtKc | 8000   | 5004  | 5010     | none                  | 3.0.12  | 3604001754
109.94.99.165   | scb1Z7du8NVSaHFXsafSjRdXr6xBjWR3iugikL739Y1  | 8001   | 8004  | 8010     | none                  | 3.1.5   | 2086771155
38.58.176.230   | 2E2JPuFhjkQvEJEeNGqVSwGLJa5GoFqabQTutGjg1bzw | 8000   | 8003  | 8009     | 38.58.176.230:8899    | 3.0.11  | 3604001754
199.247.6.155   | 49j9bnkdgVNxLwsZ9h88sPR5MYEmsUyKrrJ6ZW8ijBrb | 8001   | 9001  | 9007     | none                  | 0.714.30008| 3604001754
95.179.135.155  | 43Am3PKFeo9cACpqYL5Sk95rpVdxLw3Mc22PqRqZXEW2 | 8000   | 5004  | 5010     | none                  | 3.0.11  | 3604001754
64.130.42.85    | ANC1u9sY36q3mi2MyVhtz71un8yLgTsFBUuyLcSPzKsk | 8000   | 11222 | 11228    | none                  | 3.0.11  | 3604001754
162.19.43.156   | FCWkGAHDWK41ANjiaoPudkCZRkvTecaEkoZQugezUnpr | 8001   | 8004  | 8010     | none                  | 3.0.11  | 3604001754
72.46.84.37     | burncPhAzPbo9QCzN9j8ig2FKZjwDhM5zgN2eW3GmWa  | 8000   | 8003  | 8009     | none                  | 3.0.12  | 3604001754
64.130.37.12    | anza1rXDVhy1NfVNtsbT3kSBh2jgB1BGZUKuUibSAJd  | 8001   | 8004  | 8010     | none                  | 3.0.11  | 3604001754
103.88.232.141  | EPFZFVrXuveEQar9LaEkt5kDRPMnbvK54qu5FwCxpkcy | 8100   | 8103  | 8109     | none                  | 3.0.11  | 3604001754
91.209.71.15    | DtY5Bzxd75iWQRvKwM2xLUxqwLT1RRoeNwmVvgS2JANA | 8010   | 5004  | 5010     | none                  | 3.0.11  | 3604001754
46.166.162.138  | 8uJiHDJ1b7UDQ4KFsQGJXK9nUCkokdKRJymg1Wy9nxvM | 12000  | 12003 | 12009    | none                  | 3.0.7   | 3604001754
193.243.164.211 | 9pBHfuE19q7PRbupJf8CZAMwv6RHjasdyMN9U9du7Nx2 | 8001   | 9001  | 9007     | none                  | 0.804.30008| 3604001754
207.246.75.232  | 2P9ZYA4vBoBBr56hrEFTmrd5ctuz3r7wtvRYmbgk6jRL | 8002   | 8004  | 8010     | none                  | 3.0.11  | 3604001754
64.130.52.178   | Uf7TePem6vihMBiRg2d1ivnoNtRapdATfe5o99NuZH6  | 8001   | 8003  | 8009     | none                  | 3.0.8   | 3604001754
147.28.165.11   | 2374M8ZtmrpdY3ywb7fLqokSd2mRhvdJu2PUwoJmbTUh | 8001   | 8004  | 8010     | none                  | 3.0.11  | 3604001754
64.130.57.189   | 23U4mgK9DMCxsv2StC4y2qAptP25Xv5b2cybKCeJ1to3 | 8000   | 5004  | 5010     | none                  | 3.0.10  | 3604001754
216.18.205.162  | CpNnGGhgVATJAbzHUXdrcGfpPiGuZyPka4QUmH7YgavX | 8001   | 9001  | 9007     | none                  | 0.804.30008| 3604001754
45.77.138.106   | sTepQGoReJq2tBKStL19DT6nnGHcGiAvFjyYaokLyuM  | 8000   | 8003  | 8009     | none                  | 3.0.10  | 3604001754
103.14.27.97    | DefiihS7gLkj6xLjjhcr87bFuwpVVNYpeNBaBeFe56CY | 8000   | 8003  | 8009     | 103.14.27.97:8899     | 3.0.11  | 3604001754
185.189.45.78   | 4mzLWNgBX67zVwTykNnq96Z6KQLc8UyV5Q35EfVCDifC | 8000   | 11222 | 11228    | none                  | 3.0.11  | 3604001754
104.204.140.152 | SFundNVpuWk89g211WKUZGkuu4BsKSp7PbnmRsPZLos  | 9001   | 9002  | 9008     | none                  | 0.805.30008| 3604001754
88.216.198.205  | RFLCTDRBVZTEbXrCd92jnKghYeDJARb6ByK2JnPfQmH  | 8000   | 8003  | 8009     | 88.216.198.205:8899   | 3.0.7   | 3604001754
64.130.41.39    | AvNsK6uxBBwejyPe7tZqgX4onaCnXTqKQvKRaTe9Ekya | 8000   | 8003  | 8009     | none                  | 3.0.11  | 3604001754
64.130.42.67    | A1vqhA2fS6K7CvHsJKX1ACcHJFEmyRg4KuR5pctHANy4 | 8000   | 8003  | 8009     | 64.130.42.67:8899     | 3.0.12  | 3604001754
64.130.52.209   | 5ZjxMYBbnKd4VFxLjAChSWMTeQ96147HnxZvQJxUseHV | 10000  | 10003 | 10009    | none                  | 3.0.11  | 3604001754
86.105.224.181  | AsMpvJ3DZ2Ydu1WTRMAyMH4QjSLiUG39rKzfzvtE1bWr | 8000   | 8003  | 8009     | none                  | 3.0.11  | 3604001754
212.83.42.36    | 4W3jdXyqhLCjzA3Liu8ZNjViwrc6N9YjSB7obbxfjcKE | 8000   | 11222 | 11228    | none                  | 3.0.11  | 3604001754
216.18.201.138  | 3cZSHGfNdaULpFAvGbWbxpVwzXB4gHdk8NFucPNR5pgA | 8000   | 8003  | 8009     | none                  | 3.0.11  | 3604001754
62.113.194.248  | w3iDxC22CnKLUcST77cp5ZPGbEjXGrp5gvgtEPNNMaA  | 8001   | 9001  | 9007     | none                  | 0.805.30008| 3604001754
216.238.72.116  | mastWEbKEMjvBCd1uaUBpNjWcfSPhXMWnH9tTrgzn1g  | 8001   | 9001  | 9007     | none                  | 0.804.30008| 3604001754
162.19.222.235  | 4NwpynvugnHvyLzr5h9Y7mw44saGJXDNoBjm6wgMiYDr | 8001   | 8023  | 8029     | none                  | 3.0.7   | 3604001754
86.105.224.150  | PAWsME7oYbjt5TRNc11mBa33JhKnQr9AYherdr9YAZ6  | 8201   | 9001  | 9007     | none                  | 0.714.30008| 3604001754
5.199.172.140   | MCFmmmXdzTKjBEoMggi8JGFJmd856uYSowuH2sCU5kx  | 9000   | 9003  | 9009     | 5.199.172.140:8899    | 3.0.12  | 3604001754
46.166.162.209  | 8T8AJfUCXwPFwEMmjca8gCRSktPrqbUBVa6ggNyhLhFJ | 9201   | 9001  | 9007     | none                  | 0.714.30008| 3604001754
45.77.74.20     | hykfH9jUQqe2yqv3VqVAK5AmMYqrmMWmdwDcbfsm6My  | 8001   | 11222 | 11228    | none                  | 3.0.11  | 3604001754
66.42.95.11     | VicAQ3U2GjjAuF3tPCtEQZdZKnpAAxkr5Q3zjDKmdo7  | 8001   | 9001  | 9007     | none                  | 0.714.30008| 3604001754
84.32.103.77    | GLAMiBuunBioazKwNbkGnWP6BM2sfVjehr4goPPGBFAC | 8001   | 9001  | 9007     | none                  | 0.804.30008| 3604001754
202.8.9.79      | 2GUnfxZavKoPfS9s3VSEjaWDzB3vNf5RojUhprCS1rSx | 8001   | 11222 | 11228    | none                  | 3.0.11  | 3604001754
109.248.222.157 | DiFeTctQSaNczJNmZ5121kYqLaBe9wDpM9sjCzTELJLE | 8001   | 8003  | 8009     | none                  | 3.0.11  | 3604001754
64.130.42.54    | Fb77sbwgXmtjmkjkaoSckGp5yg3nqdtD8zf1dyxxiCSf | 18999  | 8002  | 8008     | 64.130.42.54:8899     | 3.0.12  | 3604001754
94.242.245.140  | 5ikB9XZNVsjwKb6hHT3FS3So1Z1SrDvU5yaniWEQyDEG | 8000   | 11222 | 11228    | none                  | 3.0.12  | 3604001754
45.152.160.109  | 93Q99nhdKjuSe6WNXgMBbC3s8QVQEAoHKt91PNRkUkMn | 8000   | 8003  | 8009     | none                  | 3.0.11  | 3604001754
165.140.84.150  | HW4zorvt6xDwhU36RqjcWNwU8YMj9tiqnAafBKW4cqV  | 8000   | 8003  | 8009     | none                  | 3.0.11  | 3604001754
185.189.47.160  | 74Xkp2iLXm315h69sFRiCFjmKnaWkMV8W2LgJwPRSgN5 | 8001   | 9001  | 9007     | none                  | 0.714.30008| 3604001754
64.130.41.61    | G3a3iYZKNLbivothF3twqcaTCEvoPb9uJ2bFc9DNKkBQ | 8001   | 8004  | 8010     | none                  | 3.0.11  | 3604001754
67.213.127.249  | PUmpKiNnSVAZ3w4KaFX6jKSjXUNHFShGkXbERo54xjb  | 8001   | 9001  | 9007     | none                  | 0.805.30008| 3604001754
136.244.96.161  | FSVdqBzx5D4UsqBLnvmH5dFx2dCm1pTPAbQWJ1PYzTJ2 | 8000   | 8003  | 8009     | none                  | 3.0.11  | 3604001754
177.54.154.241  | wetkjRRRDrSPAzHqfVHtFDbhNnejKm5UPfkHeccFCpo  | 8001   | 9001  | 9007     | none                  | 0.805.30008| 3604001754
77.81.119.170   | 3B2mGaZoFwzAnWCoZ4EAKdps4FbYbDKQ48jo8u1XWynU | 8602   | 8605  | 8611     | none                  | 3.0.12  | 3604001754
203.23.178.55   | 84gC25fbFKYueR9WEfreUysk1n3ZFxLFDDjbyqeqGpoW | 8000   | 9001  | 9007     | none                  | 3.0.7   | 3604001754
185.26.11.103   | 7pR7t5axFfkg2VZB1uAuFNUvpAeowq2v15J4gw5MmHTB | 10000  | 10003 | 10009    | none                  | 3.0.11  | 3604001754
95.179.216.68   | 6gnbmed7kzwQVQ7ghsjgEuCoYmGeWciV2qCwni6WS6HU | 6000   | 5004  | 5010     | none                  | 3.0.12  | 3604001754
212.83.42.3     | orbit1bWKxnECKLqjhm5rybTiEC2GEYbecyebgEfM5q  | 8001   | 9001  | 9007     | none                  | 0.804.30008| 3604001754
94.31.53.45     | DEU4agzdUCA5oZ1QSLxCyZb1smvdu5j1NXXsK2r823Uu | 8030   | 8033  | 8039     | none                  | 3.0.8   | 3604001754
189.1.164.35    | mds4GEuiSgQRqveGyktWpETBFCb4AS2wDnhqwLHcT6Z  | 8001   | 8004  | 8005     | none                  | 4.0.0   | 1718981463
162.55.199.125  | FoigPJ6kL6Gth5Er6t9d1Nkh96Skadqw63Ciyjxc1f8H | 8000   | 8003  | 8009     | none                  | 3.0.10  | 3604001754
103.106.58.73   | ReFiqMfGnc7tW8WQtFFcJRPZSDAWDBnAsdoFYF2QnfR  | 8000   | 8003  | 8009     | 103.106.58.73:18899   | 3.0.11  | 3604001754
5.199.172.175   | BSVckjdW2f8kcXPGcrPPtV9kUDBZ8w8PjrrGVnxgEdwq | 12000  | 12003 | 12009    | none                  | 3.0.7   | 3604001754
45.76.159.29    | CtvdyHYt8cMuGVHFarV2RADfoCdnrbd8e9jAsB225uMW | 8000   | 8003  | 8009     | none                  | 3.0.11  | 3604001754
89.222.108.225  | 8cnksBVjDPspn3AvmxJd8JKUdh4uWDDXzDemPmDctaHi | 8000   | 8003  | 8009     | none                  | 3.0.11  | 3604001754
169.150.223.12  | LeDbQ99QT342j9S5YdyXLrsq2Gu3T3dMGajExdAuE3V  | 8001   | 11222 | 11228    | none                  | 3.0.12  | 3604001754
162.19.43.234   | 5AsoSeQtLoN8eLsf3wKrR3LwxHME4sTBGR6dpTCP1k3H | 8001   | 8004  | 8010     | none                  | 3.0.11  | 3604001754
45.77.64.138    | ana2y2YvQ3ZPMwm6qhnN3nJoUSiT3qx5Pvetkq9xcfY  | 8000   | 8003  | 8009     | none                  | 3.0.12  | 3604001754
57.128.187.43   | 8nbE53mcKhy74HLiGZ1q5HRocwiCvgh49csSaHSdtukr | 9001   | 9004  | 9010     | none                  | 3.0.9   | 3604001754
102.211.135.185 | ELE1xBTfmHB7vuhSH94q23r6j3tuvTXYTqgm1u4uzMLk | 8001   | 9001  | 9007     | none                  | 0.804.30008| 3604001754
177.54.159.107  | SANDCxXBbQhvbUqNtiLqKdFEY1uQhVo1UgUACaS4mXU  | 8000   | 11222 | 11228    | none                  | 3.0.11  | 3604001754
82.197.162.50   | SP9K2c8Z1aaQaqdQgC6hZMJ5UCTTnE76XNYVse7H94b  | 8000   | 8003  | 8009     | 82.197.162.50:8899    | 3.0.11  | 3604001754
64.130.50.27    | CVvaeDPR2o7P1eawG5c9TPFLzSXAewwPovPmREaEL4Cm | 10000  | 10003 | 10009    | none                  | 3.0.11  | 3604001754
216.155.157.223 | AjGby82yXeYgj3kmng9y3c4nQpZFmiPpJKecLJTHbfbP | 8001   | 9001  | 9007     | none                  | 0.714.30008| 3604001754
45.139.134.139  | BuonuQoAR74GoMwCFhxKWVWWSGGt2wfbNmQ3cizaJ97G | 8001   | 8004  | 8010     | none                  | 3.0.12  | 3604001754
64.130.51.83    | BiGcsiuFCLuiTzXoQgfLdge9sfpwr55YzdT8Kp7bCXmS | 8000   | 8003  | 8009     | none                  | 3.0.8   | 3604001754
84.32.103.29    | 8vk6QpG93JSaQCSgnycBsv5qmfQBk4qC9FjNA35E5JhU | 8001   | 9001  | 9007     | none                  | 0.805.30008| 3604001754
192.41.71.184   | parafiUS6h6oLhCFwhjvEmQJKw8pF1iXsxMJdTq46dS  | 8000   | 5004  | 5010     | none                  | 3.0.12  | 3604001754
84.32.32.20     | mineL1YNwcRnxN93B2sX6q22R11WfRqxnY4NBV8KfFY  | 8000   | 5004  | 5010     | none                  | 3.0.11  | 3604001754
64.31.54.69     | 4SsMncJdtKiUcDtukkX15mqei7WiuQ9yvRtQrQW4reWC | 8001   | 5004  | 5010     | none                  | 3.0.12  | 3604001754
103.14.27.47    | ExCHWgfeJyKRzpfryiQn4W6aYaWhbSAEnsoUnBGNqjWD | 8000   | 8003  | 8009     | none                  | 3.0.11  | 3604001754
45.137.215.177  | 5S1vPAd2MRJ9WyLAK8mfLQ2Jz43oQHX5pFGVkAyaxLb7 | 8000   | 11222 | 11228    | none                  | 3.0.11  | 3604001754
45.77.190.93    | CpuDNi3iVoHXbaT8gHpzKe6rqeBasoYjEKi21q7NRVJS | 8000   | 8003  | 8009     | none                  | 3.0.11  | 3604001754
88.216.197.106  | 2mMGsb5uy1Q4Dvezr8HK2E8SJoChcb2X7b61tJPaVHHd | 8001   | 9001  | 9007     | none                  | 0.804.30008| 3604001754
64.130.63.67    | Hz5aLvpKScNWoe9YZWxBLrQA3qzHJivBGtfciMekk8m5 | 8000   | 8003  | 8009     | 64.130.63.67:8899     | 3.0.12  | 3604001754
155.138.129.241 | HnwMGBAw5PxaX56eSYc969MorEy2NzEMPLkmBkdnJmeq | 28900  | 28903 | 28909    | none                  | 3.0.12  | 3604001754
169.155.168.182 | vu1sGn2f1Xim6voHNLt4nLn38zNkYdLasU7hEr1TC2D  | 8001   | 11222 | 11228    | none                  | 3.0.12  | 3604001754
202.8.9.72      | GQzMeEMwAR44ugoNCifTb5NdRKos1GduDUPeNh6AgV46 | 8001   | 11222 | 11228    | none                  | 3.0.11  | 3604001754
64.130.61.105   | FBKFWadXZJahGtFitAsBvbqh5968gLY7dMBBJUoUjeNi | 8001   | 9001  | 9007     | 64.130.61.105:8899    | 0.804.30008| 3604001754
185.26.10.243   | 5TGfVQV1S3wHE9hkgGaQkRoPC7xZxiqwMcjQZxVYsf1j | 8002   | 8005  | 8011     | none                  | 3.0.11  | 3604001754
45.63.76.143    | 4GEEKSwuiBHWTff9WaqrDcToZjbX6KYdyB4c578Zxse2 | 8000   | 8003  | 8009     | 45.63.76.143:8899     | 3.0.12  | 3604001754
64.34.80.81     | DCdTPyDbXNHrmdv4ZyPPzEfY4mPAqH4hDPtowAteoNgv | 8000   | 11222 | 11228    | none                  | 3.0.10  | 3604001754
66.165.233.74   | U82KEYMnuCiZSQbvuCJTZ652HX9NQ63uNSnxyucshrk  | 8001   | 9001  | 9007     | none                  | 0.804.30008| 3604001754
50.7.5.42       | 4VrjyXQT61WFSjuG3ehgqZUK1jqvYqB46veQbXLotq3n | 8000   | 8003  | 8009     | none                  | 3.0.11  | 3604001754
104.204.140.94  | fhsM2sxME8cHrrk3qvtMsRRDv5AoLFja7NjNnHeYZxe  | 8001   | 8003  | 8009     | none                  | 3.0.11  | 3604001754
64.130.50.251   | D4r6Rcua2L7nHHhdaiZe2k2bTfPg2WQqcNYpG6bugvCG | 8000   | 8003  | 8009     | none                  | 3.0.6   | 3604001754
52.57.244.2     | 9rkJMARqK6VBkcxGfKBAwnA44gPAfGxPbPsfsggFNDSQ | 8000   | 8003  | 8009     | 52.57.244.2:8899      | 3.0.11  | 3604001754
185.191.117.171 | 5HYjArGt81naevDdwMaEx8yeGNw9jYBSDJa8YavT9Mp4 | 8501   | 8532  | 8538     | none                  | 3.0.11  | 3604001754
45.32.230.164   | DeepM3FDWaAb7o53rvyZk5YvHLG3FvDiVXJLRY78z51p | 8002   | 5004  | 5010     | none                  | 3.0.11  | 3604001754
192.248.172.51  | 3s97yjq2MhoPVPC3U9VeE3Z5S643Pweovg88ysvrQPw5 | 8000   | 11222 | 11228    | none                  | 3.0.12  | 3604001754
185.26.9.113    | BaDhUB1eWfunwD21Tu3WywyYQ9wZx5hS9WXeHHNGZUPy | 8001   | 8003  | 8009     | 185.26.9.113:8899     | 3.0.12  | 3604001754
67.213.119.173  | HLnodbYkL5PFA8hjAZDkm5pGzV7eLTvcs671AW2L6St9 | 8000   | 8003  | 8009     | none                  | 3.0.10  | 3604001754
84.32.103.131   | 57i31UEyDg4koaZMZ1wAHbYuezXv3AVaHtvJgJarxt3f | 8015   | 8018  | 8024     | none                  | 3.0.6   | 3604001754
47.254.184.251  | 78sEMVmeecStjxWU7XMJMH8bMRBW9vSiEAhAjtZbt3fW | 8001   | 8004  | 8010     | none                  | 3.0.11  | 3604001754
67.213.113.91   | 3YX7PQuESmR2h95FDgjahEQjyCBhmY1Ts2MsrM1Kg9DS | 8001   | 8003  | 8009     | none                  | 3.1.2   | 3652419286
64.130.47.138   | ZoD1XLMhxdMveAJL4x9oab4FhRKP5NThTnSCH19Tdjp  | 8000   | 11222 | 11228    | none                  | 3.0.11  | 3604001754
185.177.74.241  | AccReGBNBdUCEJ7ZyP231jw7uVJ3eF9u4cLBFAyqQuWm | 8001   | 9001  | 9007     | none                  | 0.804.30008| 3604001754
47.76.169.204   | Fc6NNdS2j3EmrWbU6Uqt6wsKB5ef72NjaWfNxKYbULGD | 8000   | 8003  | 8009     | none                  | 3.0.12  | 3604001754
169.155.169.82  | CVgwMrWo9chKEuEPCe6Za9KJe8jamnAcoeWzaMeNubr6 | 8001   | 11222 | 11228    | none                  | 3.0.11  | 3604001754
23.252.121.202  | LodeuWMHPiPj2PUHUyca2bkpFv9HyzR3gaDBmGJ9TSS  | 8001   | 8003  | 8009     | none                  | 3.0.11  | 3604001754
102.211.135.184 | chrtyETASKQhsndRM9pr6qC3gAHG5MuRwCgXSNVqnJL  | 8000   | 8003  | 8009     | none                  | 3.0.11  | 3604001754
51.77.236.177   | 4vcmYPfLztUckU3c3FvXDwSq8aDNDqwEpvEiqAv97LGJ | 8001   | 8003  | 8009     | none                  | 3.0.11  | 3604001754
67.209.52.254   | oPaLtitM6cwpFVzP2rDhLsJLdY2vcbuZiJJyD1TFUKs  | 8000   | 9001  | 9007     | none                  | 3.0.11  | 3604001754
45.77.106.223   | SscQkTYV2BFQYGGffAmTzvefrFrw6z9GNYiWHstVZ77  | 8000   | 5004  | 5010     | none                  | 3.0.12  | 3604001754
23.111.240.207  | CkCMabrc3HgBgDkeKPXkbWuQpUuSqW7zs1Mg3HFArx61 | 8000   | 11222 | 11228    | none                  | 3.0.12  | 3604001754
46.166.162.136  | 58KprHKFNHgH1Cvo4QwxWkDeJNaSQVteCoAAFUWjtESn | 12000  | 12003 | 12009    | none                  | 3.0.7   | 3604001754
88.216.198.132  | ADjyeNzWd8yhEjCVyAqT87eqoyGRbimERQsNhFQcXjop | 8000   | 5004  | 5010     | none                  | 3.0.11  | 3604001754
5.199.172.177   | HpcB5Qg8Y9E73dUkot5e8HkgAJbExsYeUzniY4bCuKac | 12000  | 12003 | 12009    | none                  | 3.0.7   | 3604001754
66.165.246.46   | BoNKmNCGvoHS4CkKvYRnF21iEpUP827pZjhFGdA4t5as | 8001   | 9001  | 9007     | none                  | 0.804.30008| 3604001754
64.130.43.198   | 3fpcsJ2WPdrmpjVVA5Lmv4m9Qx5xqND1xJhFprDSjWJ4 | 8001   | 8004  | 8010     | none                  | 3.0.11  | 3604001754
188.42.129.244  | 5pPRHniefFjkiaArbGX3Y8NUysJmQ9tMZg3FrFGwHzSm | 25000  | 11222 | 11228    | none                  | 3.0.12  | 3604001754
67.208.234.128  | krakeNd6ednDPEXxHAmoBs1qKVM8kLg79PvWF2mhXV1  | 8000   | 8003  | 8009     | none                  | 3.0.12  | 3604001754
195.242.152.190 | 7y5VhV4fkz6r4zUmH2UiwPjLwXzPL1PcV28or5NWkWRL | 9000   | 9003  | 9009     | none                  | 3.0.11  | 3604001754
89.36.35.229    | stacheBmGG5zMKuetUevAbc4m4dLbve1VPcpSur3voH  | 8000   | 8003  | 8009     | none                  | 3.0.11  | 3604001754
89.42.231.135   | DiveRaPKviyDnQyiiMFdV4rujsCBJzMNvPjKfvGNLGvL | 8000   | 8003  | 8009     | none                  | 3.0.11  | 3604001754
64.130.41.157   | FBbqKvwLfKGZrKrfSbPJz4ymQ7zMarhRyZtu1RBkSe89 | 8001   | 9001  | 9007     | none                  | 0.1.1   | 3332207143
188.214.130.164 | CwyVpfmfSiMeCexi3JgUNvaiDfYN14cLDjzT99zcBuD2 | 12000  | 12003 | 12009    | none                  | 3.0.7   | 3604001754
46.229.232.132  | qZMH9GWnnBkx7aM1h98iKSv2Lz5N78nwNSocAxDQrbP  | 8000   | 11222 | 11228    | none                  | 3.0.12  | 3604001754
162.19.222.23   | 7qGNnXKW1e3DsqEaSxwxMdBTFsrK73XtWTmkGitRyMQc | 8000   | 8003  | 8009     | 162.19.222.23:8899    | 3.0.11  | 3604001754
64.130.63.76    | BM2vE2QqkB9fGtC34WPtM8drbgta13SBkhRq6dRG9J4J | 8001   | 9001  | 9007     | none                  | 0.805.30008| 3604001754
66.165.251.122  | kREnNfJrPEHbrjSQDxmxZdGmN6hi7ewXZ3UZTURshrk  | 8001   | 9001  | 9007     | none                  | 0.804.30008| 3604001754
38.88.64.93     | HcZvwZ83PfjrQDiq3GLHxisTs17aGURs6bJ2LwtmL4qv | 18502  | 18505 | 18511    | none                  | 3.0.12  | 3604001754
104.243.33.35   | 4b1onMDEasBh4BuPekQWijx3BYR64hAE1z2jJyeZUkck | 8021   | 11222 | 11228    | none                  | 3.0.11  | 3604001754
169.155.44.188  | EUcJwf7jXskRE6NZBtFPVH2EedNvNYko8LL2WT62XctB | 8001   | 11222 | 11228    | none                  | 3.0.11  | 3604001754
85.195.96.251   | 5tfcGyf3NQFcufDigvbRt9kWoVN2KPEkBRUY3UaC3Zwm | 8000   | 8003  | 8009     | none                  | 3.0.12  | 3604001754
64.130.43.33    | EBk678aQvc3cUkfGyoehfw21JQfJXjmWuBeopYc89RSV | 8000   | 8003  | 8009     | none                  | 3.0.11  | 3604001754
185.218.204.89  | AWcCdYG7Dy6GX45c6QMPbgGwgRZPKcBDT4bXGb3QrVRV | 8000   | 8003  | 8009     | none                  | 3.0.10  | 3604001754
91.189.181.98   | 8ebFZA8NPLBZD91CwsG1HWQsa2B5Ludgdyf5Hi3sYhhs | 8001   | 8004  | 8010     | none                  | 3.0.11  | 3604001754
8.209.82.221    | 2Mob8FJkb8chZY5pTBMpKfLwgZAQHE5i9jAC5zbASitD | 8000   | 8003  | 8009     | none                  | 3.0.12  | 3604001754
64.130.40.157   | 9r2CsyjRTmTRtu8GFk5oJRSQr5YfSENxDkf3eox8iPLa | 8000   | 8003  | 8009     | none                  | 3.0.11  | 3604001754
67.213.113.1    | AiDoLWFKzNxSXKeZ4zym2TEPkg6F4kQ3YBA8WhANVPEq | 8000   | 8003  | 8009     | none                  | 3.0.12  | 3604001754
95.179.230.90   | 2zykwzzo1pd3H2oSj5j5SRLTvmpa9Nr2S2Bh8tTVd5Tq | 8001   | 9001  | 9007     | none                  | 0.804.30008| 3604001754
212.83.42.95    | 1Link6hB1NpkCwJt3ZtpQKZszKauhEcKgiWjaU8PRDG  | 5555   | 5558  | 5564     | none                  | 3.0.11  | 3604001754
103.14.27.33    | gotasRuLTuJNZDtLHmaDJpEUjCWZqkHcuwbLhkgCwCX  | 8000   | 8003  | 8009     | 103.14.27.33:8899     | 3.0.11  | 3604001754
